customer_id,signup_date,plan_type,monthly_revenue,total_revenue,contract_type,tenure_months,support_tickets,usage_minutes,feature_usage_score,payment_failures,region,customer_segment,churned,churn_date
CUST-00515,2022-08-06,growth,177.04,1947.47,annual,11,3,558,80,0,LATAM,smb,0,
CUST-00516,2021-11-11,enterprise,1013.3,11146.32,annual,11,2,951,64,0,EMEA,enterprise,0,
CUST-00517,2022-12-06,growth,128.72,4762.55,month-to-month,37,0,512,91,0,EMEA,smb,0,
CUST-00518,2022-10-18,starter,44.5,1557.48,month-to-month,35,0,274,53,2,EMEA,smb,1,2025-09-02
CUST-00519,2021-10-29,growth,185.1,7774.16,annual,42,2,554,100,0,LATAM,smb,0,
CUST-00520,2023-01-02,growth,163.45,9480.35,month-to-month,58,0,456,44,0,NA,smb,1,2027-10-08
CUST-00521,2021-06-28,starter,43.29,1644.96,annual,38,1,661,58,1,LATAM,smb,0,
CUST-00522,2022-12-08,starter,49.22,2903.85,month-to-month,59,2,394,23,0,APAC,smb,1,2027-10-13
CUST-00523,2023-05-19,starter,47.31,662.3,month-to-month,14,2,718,68,0,LATAM,smb,0,
CUST-00524,2023-02-09,starter,42.95,429.46,annual,10,0,966,30,0,NA,smb,0,
CUST-00525,2022-08-16,growth,138.53,3740.2,annual,27,0,326,25,0,LATAM,smb,0,
CUST-00526,2023-08-26,growth,142.31,4553.78,annual,32,1,661,70,0,NA,smb,0,
CUST-00527,2021-05-17,growth,143.17,1718.07,annual,12,1,652,79,0,APAC,mid-market,0,
CUST-00528,2022-06-16,growth,170.33,6983.7,annual,41,2,714,54,3,EMEA,mid-market,1,2025-10-28
CUST-00529,2021-04-10,growth,164.57,9380.51,month-to-month,57,2,573,75,0,APAC,mid-market,0,
CUST-00530,2022-10-10,starter,44.93,1482.55,annual,33,0,669,45,0,APAC,smb,0,
CUST-00531,2023-04-24,growth,143.42,1003.96,annual,7,1,703,77,0,APAC,smb,0,
CUST-00532,2023-12-13,enterprise,984.74,13786.34,month-to-month,14,0,558,100,0,NA,enterprise,0,
CUST-00533,2023-12-08,starter,44.37,2351.86,multi-year,53,0,508,92,0,APAC,smb,0,
CUST-00534,2023-05-21,starter,45.76,686.44,month-to-month,15,0,377,27,0,NA,smb,0,
CUST-00535,2021-03-30,growth,154.61,463.82,annual,3,0,534,49,0,NA,smb,0,
CUST-00536,2021-10-26,starter,54.79,2794.48,month-to-month,51,0,338,35,0,APAC,smb,1,2026-01-03
CUST-00537,2021-01-29,enterprise,788.72,8675.96,month-to-month,11,4,286,28,1,EMEA,enterprise,0,
CUST-00538,2023-08-31,starter,59.69,3462.1,multi-year,58,3,593,29,0,APAC,mid-market,0,
CUST-00539,2022-10-06,starter,49.64,595.66,month-to-month,12,4,259,51,3,NA,mid-market,1,2023-10-01
CUST-00540,2023-07-25,growth,156.08,7647.69,month-to-month,49,0,418,34,0,APAC,smb,0,
CUST-00541,2023-01-23,starter,59.19,2130.74,annual,36,1,366,57,3,EMEA,mid-market,0,
CUST-00542,2021-07-28,starter,49.5,1287.06,annual,26,1,726,75,0,EMEA,smb,0,
CUST-00543,2022-07-14,growth,169.87,2208.34,multi-year,13,2,868,93,3,LATAM,smb,1,2023-08-08
CUST-00544,2021-10-03,growth,155.81,4986.07,annual,32,1,571,72,0,NA,smb,0,
CUST-00545,2021-07-17,starter,44.64,1428.6,month-to-month,32,2,251,60,3,NA,smb,1,2024-03-03
CUST-00546,2021-02-06,growth,158.98,8107.94,month-to-month,51,1,240,42,0,NA,mid-market,0,
CUST-00547,2022-09-13,enterprise,775.97,6207.73,annual,8,1,523,84,0,EMEA,enterprise,0,
CUST-00548,2021-11-17,growth,158.8,5081.53,month-to-month,32,3,227,43,0,NA,mid-market,1,2024-07-04
CUST-00549,2023-01-21,growth,161.84,6473.66,month-to-month,40,2,417,48,1,APAC,smb,1,2026-05-05
CUST-00550,2022-10-02,growth,166.06,4151.5,annual,25,0,557,83,0,NA,mid-market,0,
CUST-00551,2023-11-21,enterprise,1000.68,20013.67,month-to-month,20,0,387,40,0,LATAM,enterprise,0,
CUST-00552,2022-11-20,starter,43.61,915.83,annual,21,1,388,27,0,LATAM,smb,0,
CUST-00553,2024-01-03,growth,177.15,1948.66,annual,11,2,477,50,0,EMEA,mid-market,0,
CUST-00554,2021-05-18,growth,132.3,6879.4,month-to-month,52,0,688,88,1,LATAM,smb,1,2025-08-25
CUST-00555,2022-05-30,starter,47.79,2007.25,month-to-month,42,3,357,67,0,LATAM,smb,0,
CUST-00556,2023-08-16,starter,60.51,2480.81,month-to-month,41,2,331,36,1,APAC,mid-market,0,
CUST-00557,2023-08-06,enterprise,785.68,31427.34,month-to-month,40,4,666,58,2,EMEA,enterprise,1,2026-11-18
CUST-00558,2022-08-11,growth,138.78,7633.01,annual,55,1,678,64,0,EMEA,smb,0,
CUST-00559,2023-06-13,growth,154.31,2469.02,annual,16,0,658,100,0,LATAM,smb,0,
CUST-00560,2023-09-23,starter,45.1,811.79,month-to-month,18,0,507,45,0,NA,mid-market,0,
CUST-00561,2023-03-24,growth,166.68,6500.58,annual,39,0,977,59,0,EMEA,smb,0,
CUST-00562,2021-09-08,starter,51.38,1746.94,annual,34,2,680,48,0,APAC,smb,0,
CUST-00563,2023-06-20,growth,137.09,7128.64,annual,52,3,570,74,0,LATAM,smb,0,
CUST-00564,2021-10-24,growth,167.34,5856.94,annual,35,1,581,87,2,APAC,smb,0,
CUST-00565,2022-05-06,growth,174.27,348.53,month-to-month,2,2,686,76,2,APAC,smb,1,2022-07-05
CUST-00566,2023-03-16,growth,149.8,8688.57,month-to-month,58,3,641,43,0,APAC,mid-market,0,
CUST-00567,2023-04-13,starter,58.89,1177.75,multi-year,20,0,845,57,1,NA,smb,0,
CUST-00568,2021-11-25,growth,181.4,5623.26,month-to-month,31,2,346,58,2,APAC,smb,1,2024-06-12
CUST-00569,2021-01-07,growth,153.08,4592.31,month-to-month,30,2,365,33,1,LATAM,mid-market,0,
CUST-00570,2023-04-21,starter,56.61,452.86,month-to-month,8,0,726,63,0,APAC,smb,0,
CUST-00571,2023-03-17,starter,43.3,736.17,annual,17,0,589,82,0,LATAM,smb,0,
CUST-00572,2023-08-06,enterprise,846.39,12695.9,annual,15,0,444,33,0,EMEA,enterprise,0,
CUST-00573,2021-01-29,starter,44.98,1169.59,annual,26,2,888,100,0,LATAM,smb,0,
CUST-00574,2023-02-22,growth,142.52,1140.13,multi-year,8,0,926,59,0,EMEA,mid-market,0,
CUST-00575,2022-06-21,starter,44.51,2359.06,month-to-month,53,0,287,51,0,EMEA,smb,1,2026-10-28
CUST-00576,2022-03-11,growth,145.92,5544.79,multi-year,38,2,735,70,0,LATAM,mid-market,0,
CUST-00577,2021-04-04,growth,180.78,903.9,annual,5,0,591,81,0,NA,mid-market,0,
CUST-00578,2023-10-07,growth,137.34,3570.86,annual,26,2,686,66,0,APAC,smb,0,
CUST-00579,2022-07-30,enterprise,1116.02,23436.52,month-to-month,21,2,420,57,0,APAC,enterprise,0,
CUST-00580,2023-10-04,enterprise,920.85,52488.72,month-to-month,57,0,602,60,1,EMEA,enterprise,1,2028-06-09
CUST-00581,2021-08-26,growth,136.4,545.59,multi-year,4,0,723,88,0,LATAM,mid-market,0,
CUST-00582,2022-01-05,growth,132.23,3966.82,month-to-month,30,1,485,35,1,EMEA,smb,0,
CUST-00583,2023-10-18,starter,59.69,2268.22,annual,38,13,660,58,0,NA,mid-market,1,2026-12-01
CUST-00584,2021-03-01,enterprise,802.29,35300.88,month-to-month,44,8,172,71,0,NA,enterprise,1,2024-10-11
CUST-00585,2023-07-17,growth,129.26,3877.9,annual,30,2,571,56,0,APAC,smb,0,
CUST-00586,2021-04-24,enterprise,995.6,58740.66,multi-year,59,7,662,75,0,NA,enterprise,0,
CUST-00587,2023-03-07,starter,42.05,1093.35,annual,26,0,671,51,0,LATAM,mid-market,0,
CUST-00588,2023-01-06,starter,59.36,474.91,annual,8,0,618,29,1,NA,smb,0,
CUST-00589,2023-01-25,enterprise,796.59,25491.01,month-to-month,32,1,404,66,0,EMEA,enterprise,0,
CUST-00590,2023-12-11,starter,44.69,1474.75,month-to-month,33,0,469,69,0,NA,smb,0,
CUST-00591,2021-04-08,growth,157.83,3156.53,month-to-month,20,0,681,50,0,NA,smb,0,
CUST-00592,2021-06-17,enterprise,855.27,28223.76,month-to-month,33,1,319,22,0,NA,enterprise,1,2024-03-03
CUST-00593,2023-07-21,starter,47.48,2421.68,annual,51,0,933,88,0,LATAM,smb,0,
CUST-00594,2021-01-12,starter,43.73,612.28,month-to-month,14,0,172,19,1,LATAM,mid-market,0,
CUST-00595,2023-01-09,growth,155.66,4669.76,month-to-month,30,2,642,64,1,LATAM,smb,0,
CUST-00596,2021-10-25,starter,42.18,42.18,month-to-month,1,0,395,31,1,EMEA,mid-market,0,
CUST-00597,2023-07-01,starter,44.91,269.43,annual,6,0,616,70,0,LATAM,smb,0,
CUST-00598,2023-06-04,starter,43.66,567.61,annual,13,0,537,80,1,LATAM,smb,0,
CUST-00599,2023-09-27,enterprise,948.75,37001.36,annual,39,2,807,74,3,EMEA,enterprise,0,
CUST-00600,2022-12-12,growth,154.86,5729.85,month-to-month,37,0,559,58,0,LATAM,mid-market,0,
